// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:1980/01/04 21:18:31
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=profile 9

PreHeat=1000
Interval=200
SampleCnt=198

StartTime=1980/01/04 21:18:31
EndTime=1980/01/04 21:19:11

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.032
StartDepthA=0.0107789047764377
StartDepthB=0.00831938311715271

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [�S/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [�g/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [�mol/(m2*s)],Mark,
4/01/1980 9:18:59 PM,2.625,22.241,0.533,1.018,1083.8,998.134,0.000,22.733,22.733,27.526,8.914,-32.839,91.708,7.939,27.026,0,
4/01/1980 9:18:59 PM,2.690,22.233,0.534,1.019,1084.6,998.137,0.000,20.838,20.838,20.660,8.912,-32.763,91.202,7.897,22.428,0,
4/01/1980 9:18:59 PM,2.747,22.221,0.534,1.019,1085.3,998.140,0.000,44.612,44.612,29.940,8.910,-32.610,90.821,7.866,19.519,0,
4/01/1980 9:18:59 PM,2.783,22.204,0.534,1.019,1086.0,998.144,0.000,37.121,37.121,28.380,8.905,-32.457,89.927,7.791,15.953,0,
4/01/1980 9:18:59 PM,2.797,22.199,0.534,1.019,1086.3,998.146,0.000,30.208,30.208,25.249,8.902,-32.343,89.114,7.721,16.234,0,
4/01/1980 9:19:00 PM,2.816,22.196,0.535,1.019,1086.5,998.146,0.000,23.437,23.437,22.198,8.899,-32.267,88.185,7.641,16.516,0,
4/01/1980 9:19:00 PM,2.841,22.195,0.535,1.020,1087.1,998.147,0.000,33.077,33.077,26.522,8.896,-32.152,87.234,7.559,16.047,0,
4/01/1980 9:19:00 PM,2.873,22.190,0.535,1.020,1087.3,998.148,0.000,97.373,97.373,58.454,8.894,-32.038,86.518,7.497,15.202,0,
4/01/1980 9:19:00 PM,2.921,22.182,0.536,1.021,1088.5,998.151,0.000,98.451,98.451,81.636,8.891,-31.962,85.632,7.421,13.513,0,

