Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [�S/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [�g/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [�mol/(m2*s)],Depth [m],,,
4/1/1980 21:08,10.99,20.814,0.545,1.007,1109.7,998.498,0,4.719,4.719,1.875,8.149,-276.782,4.132,0.367,0.094,10.99,,,
4/1/1980 21:08,11.019,20.78,0.545,1.008,1111.4,998.507,0,4.704,4.704,1.86,8.119,-280.94,3.798,0.338,0.094,11.019,,,
4/1/1980 21:08,11.05,20.769,0.545,1.007,1110.8,998.509,0,4.711,4.711,1.816,8.089,-284.715,3.498,0.311,0.094,11.05,,,
4/1/1980 21:08,11.103,20.748,0.545,1.007,1110.6,998.513,0,4.749,4.749,1.919,8.061,-288.11,3.233,0.288,0.094,11.103,,,
4/1/1980 21:08,11.134,20.7,0.545,1.007,1111.7,998.524,0,4.816,4.816,1.978,8.033,-291.047,3.005,0.268,0.094,11.134,,,
4/1/1980 21:08,11.147,20.675,0.546,1.008,1113.6,998.531,0,4.779,4.779,1.86,8.006,-293.64,2.801,0.25,0.094,11.147,,,
4/1/1980 21:08,11.166,20.676,0.546,1.007,1113,998.53,0,4.816,4.816,1.919,7.979,-296.081,2.631,0.235,0.094,11.166,,,
4/1/1980 21:08,11.242,20.652,0.546,1.006,1112.1,998.535,0,4.801,4.801,2.067,7.943,-299.666,2.407,0.215,0.094,11.242,,,
4/1/1980 21:08,11.305,20.617,0.545,1.005,1112.1,998.543,0,4.816,4.816,2.185,7.919,-301.726,2.281,0.204,0.094,11.305,,,
4/1/1980 21:08,11.347,20.592,0.546,1.005,1112.7,998.549,0,4.824,4.824,2.126,7.894,-303.595,2.173,0.194,0,11.347,,,
4/1/1980 21:08,11.365,20.577,0.546,1.006,1114,998.552,0,4.846,4.846,2.023,7.87,-305.311,2.072,0.185,0,11.365,,,
4/1/1980 21:08,11.37,20.582,0.546,1.006,1114.2,998.552,0,4.831,4.831,1.875,7.847,-306.913,1.988,0.178,0,11.37,,,
4/1/1980 21:08,11.382,20.578,0.546,1.006,1114.2,998.552,0,4.801,4.801,1.875,7.825,-308.591,1.909,0.171,0,11.382,,,
4/1/1980 21:08,11.399,20.577,0.547,1.006,1114.5,998.553,0,4.869,4.869,2.096,7.805,-310.193,1.843,0.165,0,11.399,,,
4/1/1980 21:08,11.42,20.572,0.547,1.006,1114.9,998.554,0,4.824,4.824,2.481,7.786,-311.68,1.783,0.159,0,11.42,,,
4/1/1980 21:08,11.452,20.57,0.546,1.005,1114,998.554,0,4.944,4.944,2.466,7.769,-313.015,1.726,0.154,0,11.452,,,
4/1/1980 21:08,11.496,20.547,0.546,1.005,1114.1,998.559,0,5.236,5.236,3.545,7.752,-314.274,1.672,0.149,0,11.496,,,
4/1/1980 21:08,11.548,20.529,0.546,1.004,1114,998.563,0,4.996,4.996,2.614,7.735,-315.456,1.633,0.146,0,11.548,,,
4/1/1980 21:08,11.594,20.512,0.546,1.004,1114.2,998.567,0,4.891,4.891,2.407,7.719,-316.562,1.599,0.143,0,11.594,,,
4/1/1980 21:08,11.634,20.499,0.547,1.004,1114.6,998.57,0,4.951,4.951,2.348,7.704,-317.592,1.579,0.141,0,11.634,,,
4/1/1980 21:08,11.668,20.493,0.547,1.004,1114.7,998.572,0,4.876,4.876,2.17,7.689,-318.622,1.552,0.139,0,11.668,,,
4/1/1980 21:08,11.693,20.485,0.547,1.004,1115,998.574,0,4.801,4.801,2.023,7.674,-319.614,1.515,0.136,0,11.693,,,
4/1/1980 21:08,11.708,20.473,0.547,1.005,1115.9,998.577,0,4.809,4.809,1.963,7.655,-320.987,1.476,0.132,0,11.708,,,
4/1/1980 21:08,11.712,20.47,0.547,1.005,1116.3,998.578,0,4.786,4.786,1.963,7.643,-321.864,1.463,0.131,0,11.712,,,
4/1/1980 21:08,11.716,20.469,0.547,1.005,1116,998.578,0,4.779,4.779,2.082,7.632,-322.703,1.446,0.129,0,11.716,,,
4/1/1980 21:08,11.735,20.472,0.547,1.005,1116.2,998.577,0,4.824,4.824,2.111,7.622,-323.618,1.424,0.128,0,11.735,,,
4/1/1980 21:08,11.785,20.455,0.547,1.004,1115.5,998.581,0,4.839,4.839,2.141,7.614,-324.457,1.421,0.127,0,11.785,,,
4/1/1980 21:08,11.851,20.43,0.547,1.004,1115.8,998.587,0,5.37,5.37,2.82,7.604,-325.144,1.409,0.126,0,11.851,,,
4/1/1980 21:08,11.912,20.401,0.547,1.003,1115.9,998.593,0,4.959,4.959,2.481,7.595,-325.754,1.392,0.125,0,11.912,,,
4/1/1980 21:08,11.962,20.377,0.547,1.003,1116.2,998.598,0,4.801,4.801,2.244,7.585,-326.364,1.383,0.124,0,11.962,,,
4/1/1980 21:08,12.002,20.357,0.547,1.003,1116.8,998.603,0,4.824,4.824,2.111,7.576,-327.013,1.369,0.123,0,12.002,,,
4/1/1980 21:08,12.038,20.343,0.548,1.003,1117.1,998.606,0,4.824,4.824,2.17,7.567,-327.661,1.357,0.122,0,12.038,,,
4/1/1980 21:08,12.063,20.329,0.548,1.003,1118.1,998.61,0,4.846,4.846,2.451,7.558,-328.271,1.339,0.12,0,12.063,,,
4/1/1980 21:08,12.075,20.325,0.548,1.003,1118.5,998.611,0,4.794,4.794,2.126,7.55,-328.843,1.336,0.12,0,12.075,,,
4/1/1980 21:08,12.075,20.326,0.548,1.004,1118.5,998.611,0,4.831,4.831,2.067,7.542,-329.416,1.331,0.12,0,12.075,,,
4/1/1980 21:08,12.073,20.334,0.548,1.003,1118,998.608,0,4.816,4.816,1.993,7.536,-329.988,1.329,0.119,0,12.073,,,
4/1/1980 21:08,12.109,20.341,0.548,1.003,1117.9,998.607,0,4.779,4.779,2.096,7.529,-330.674,1.316,0.118,0,12.109,,,
4/1/1980 21:08,12.151,20.323,0.548,1.003,1117.7,998.611,0,4.764,4.764,2.377,7.523,-331.208,1.305,0.117,0,12.151,,,
4/1/1980 21:08,12.216,20.295,0.548,1.003,1118.7,998.618,0,4.944,4.944,2.421,7.515,-331.933,1.297,0.117,0,12.216,,,
4/1/1980 21:08,12.271,20.288,0.548,1.002,1118.2,998.619,0,4.846,4.846,2.215,7.509,-332.467,1.289,0.116,0,12.271,,,
4/1/1980 21:08,12.313,20.28,0.548,1.002,1118.4,998.621,0,4.839,4.839,2.259,7.503,-332.886,1.283,0.115,0,12.313,,,
4/1/1980 21:08,12.317,20.277,0.548,1.003,1118.9,998.622,0,4.809,4.809,2.111,7.498,-333.344,1.28,0.115,0,12.317,,,
4/1/1980 21:08,12.287,20.281,0.548,1.002,1118.5,998.621,0,4.779,4.779,1.993,7.493,-333.687,1.265,0.114,0,12.287,,,
4/1/1980 21:08,12.254,20.285,0.548,1.003,1118.5,998.62,0,4.824,4.824,2.008,7.488,-334.107,1.261,0.113,0,12.254,,,
4/1/1980 21:08,12.245,20.289,0.548,1.003,1118.7,998.619,0,4.839,4.839,2.096,7.484,-334.755,1.254,0.113,0,12.245,,,
4/1/1980 21:08,12.25,20.289,0.548,1.002,1118.3,998.619,0,4.816,4.816,2.466,7.481,-335.251,1.243,0.112,0,12.25,,,
4/1/1980 21:08,12.273,20.283,0.548,1.003,1118.7,998.62,0,4.861,4.861,2.185,7.478,-335.709,1.24,0.111,0,12.273,,,
4/1/1980 21:08,12.325,20.278,0.548,1.002,1118.6,998.622,0,4.839,4.839,2.185,7.475,-336.204,1.24,0.111,0,12.325,,,
4/1/1980 21:08,12.415,20.272,0.548,1.002,1118.5,998.623,0,4.869,4.869,2.333,7.471,-336.471,1.232,0.111,0,12.415,,,
4/1/1980 21:08,12.499,20.261,0.548,1.002,1118.5,998.626,0,4.831,4.831,2.51,7.467,-336.777,1.226,0.11,0,12.499,,,
4/1/1980 21:08,12.579,20.23,0.548,1.002,1119.2,998.633,0,4.929,4.929,2.658,7.464,-337.044,1.221,0.11,0,12.579,,,
4/1/1980 21:08,12.634,20.193,0.549,1.001,1119.8,998.641,0,4.914,4.914,2.702,7.459,-337.349,1.222,0.11,0,12.634,,,
4/1/1980 21:08,12.686,20.162,0.549,1.002,1120.8,998.648,0,5.146,5.146,3.057,7.455,-337.578,1.212,0.109,0,12.686,,,
